work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2025,MI,FT,Data Scientist,98000,US,0,US,M
2025,EN,FT,Data Scientist,82000,US,0,US,M
2025,EN,FT,Data Scientist,51000,US,0,US,M
2025,SE,FT,Data Scientist,286000,US,100,US,M
2025,SE,FT,Data Scientist,143000,US,100,US,M
2025,SE,FT,Data Scientist,180000,US,0,US,M
2025,SE,FT,Analyst,112500,US,0,US,M
2025,SE,FT,Analyst,67500,US,0,US,M
2025,SE,FT,Data Scientist,238000,US,0,US,M
2025,SE,FT,Data Scientist,200000,US,0,US,M
2025,SE,FT,Data Scientist,120000,US,0,US,M
2025,SE,FT,Data Scientist,123203,US,0,US,M
2025,SE,FT,Data Scientist,89602,US,0,US,M
2025,SE,FT,AI Architect,148500,US,100,US,M
2025,SE,FT,AI Architect,111500,US,100,US,M
2025,MI,FT,Data Developer,110000,US,0,US,M
2025,MI,FT,Research Scientist,410000,US,0,US,M
2025,MI,FT,Research Scientist,224000,US,0,US,M
2025,MI,FT,Research Scientist,389500,US,0,US,M
2025,MI,FT,Research Scientist,212800,US,0,US,M
2025,EN,FT,Research Scientist,355000,US,0,US,M
2025,EN,FT,Research Scientist,194000,US,0,US,M
2025,EN,FT,Research Scientist,337250,US,0,US,M
2025,EN,FT,Research Scientist,184300,US,0,US,M
2025,MI,FT,Research Engineer,208000,US,0,US,M
2025,MI,FT,Research Engineer,141340,US,0,US,M
2025,MI,FT,Research Scientist,202000,US,0,US,M
2025,MI,FT,Research Scientist,141000,US,0,US,M
2025,MI,FT,Software Developer,178999,US,0,US,M
2025,MI,FT,Software Developer,172931,US,0,US,M
2025,SE,FT,Solutions Architect,164800,US,100,US,M
2025,SE,FT,Solutions Architect,120000,US,100,US,M
2025,EN,FT,Analyst,234000,US,0,US,M
2025,EN,FT,Analyst,146000,US,0,US,M
2025,SE,FT,Data Engineer,180967,CA,0,CA,M
2025,SE,FT,Data Engineer,125300,CA,0,CA,M
2025,SE,PT,Architect,226900,US,0,US,M
2025,SE,PT,Architect,151300,US,0,US,M
2025,EN,FT,Stage,33409,CH,0,CH,M
2025,MI,FT,Manager,155000,US,0,US,M
2025,MI,FT,Manager,80000,US,0,US,M
2025,MI,FT,Research Assistant,60000,US,0,US,M
2025,MI,FT,Research Assistant,34000,US,0,US,M
2025,SE,FT,Business Intelligence Analyst,181800,US,0,US,M
2025,SE,FT,Business Intelligence Analyst,97400,US,0,US,M
2025,EN,FT,Analyst,123600,US,0,US,M
2025,EN,FT,Analyst,82400,US,0,US,M
2025,EN,FT,Analyst,115000,US,0,US,M
2025,EN,FT,Analyst,72200,US,0,US,M
2025,EN,PT,Research Assistant,49816,GB,0,GB,M
2025,EN,PT,Research Assistant,43205,GB,0,GB,M
2025,EN,FT,Data Analyst,63157,LT,0,LT,M
2025,EN,FT,Data Analyst,35368,LT,0,LT,M
2025,MI,FT,Data Engineer,147000,US,0,US,M
2025,MI,FT,Data Engineer,42000,US,0,US,M
2025,SE,FT,Data Analyst,165000,US,0,US,M
2025,SE,FT,Data Analyst,47000,US,0,US,M
2025,EN,FT,Data Analyst,60948,GB,0,GB,M
2025,EN,FT,Data Analyst,45734,GB,0,GB,M
2025,SE,FT,Data Analyst,110000,US,100,US,M
2025,SE,FT,Data Analyst,100000,US,100,US,M
2025,SE,FT,Data Analyst,158100,US,0,US,M
2025,SE,FT,Data Analyst,88500,US,0,US,M
2025,MI,FT,Manager,160500,US,0,US,M
2025,MI,FT,Manager,96300,US,0,US,M
2025,MI,FT,Data Scientist,60948,GB,0,GB,M
2025,MI,FT,Data Scientist,51262,GB,0,GB,M
2025,SE,FT,Data Scientist,82278,GB,0,GB,M
2025,SE,FT,Data Scientist,56962,GB,0,GB,M
2025,EN,FT,Data Scientist,141000,US,0,US,M
2025,EN,FT,Data Scientist,62000,US,0,US,M
2025,SE,FT,Applied Scientist,216000,US,0,US,M
2025,SE,FT,Applied Scientist,183000,US,0,US,M
2025,MI,FT,Data Integration Engineer,120000,US,0,US,M
2025,MI,FT,Data Integration Engineer,96000,US,0,US,M
2025,SE,FT,Software Engineer,31200,IN,100,IN,M
2025,SE,FT,Software Engineer,30000,IN,100,IN,M
2025,SE,FT,Data Engineer,145440,US,0,US,M
2025,SE,FT,Data Engineer,96960,US,0,US,M
2025,SE,FT,Data Engineer,246344,US,0,US,M
2025,SE,FT,Data Engineer,153965,US,0,US,M
2025,EN,FT,Data Engineer,92096,NL,0,NL,M
2025,EN,FT,Data Engineer,55604,NL,0,NL,M
2025,SE,FT,Data Engineer,164120,US,0,US,M
2025,SE,FT,Data Engineer,134280,US,0,US,M
2025,MI,FT,Business Intelligence Developer,106880,CA,0,CA,M
2025,MI,FT,Business Intelligence Developer,85540,CA,0,CA,M
2025,SE,FT,Data Lead,147400,US,0,US,M
2025,SE,FT,Data Lead,100500,US,0,US,M
2025,MI,FT,Associate,210000,US,0,US,M
2025,MI,FT,Associate,172000,US,0,US,M
2025,MI,FT,Associate,115000,CA,0,CA,M
2025,MI,FT,Associate,90000,CA,0,CA,M
2025,SE,FT,Analyst,242650,US,0,US,M
2025,SE,FT,Analyst,168800,US,0,US,M
2025,SE,FT,Software Engineer,110000,US,0,US,M
2025,SE,FT,Software Engineer,90000,US,0,US,M
2025,MI,FT,Quantitative Researcher,250000,US,0,US,M
2025,MI,FT,Quantitative Researcher,160000,US,0,US,M
2025,MI,FT,Engineer,211420,US,0,US,M
2025,MI,FT,Engineer,149750,US,0,US,M
2025,SE,FT,Systems Engineer,198000,US,0,US,M
2025,SE,FT,Systems Engineer,86800,US,0,US,M
2025,SE,FT,Analyst,125000,US,0,US,M
2025,SE,FT,Analyst,100000,US,0,US,M
2025,SE,FT,Manager,215270,US,100,US,M
2025,SE,FT,Manager,137000,US,100,US,M
2025,SE,FT,Site Reliability Engineer,720000,US,0,US,M
2025,SE,FT,Site Reliability Engineer,100000,US,0,US,M
2025,SE,FT,Analyst,119000,US,0,US,M
2025,SE,FT,Analyst,95200,US,0,US,M
2025,SE,FT,Analyst,25263,SK,0,SK,M
2025,SE,FT,Analyst,176000,US,0,US,M
2025,SE,FT,Analyst,77600,US,0,US,M
2025,SE,FT,Engineer,156420,US,0,US,M
2025,SE,FT,Engineer,99500,US,0,US,M
2025,MI,FT,Software Engineer,174000,US,0,US,M
2025,MI,FT,Software Engineer,100000,US,0,US,M
2025,SE,FT,Business Intelligence Engineer,121400,US,100,US,M
2025,SE,FT,Business Intelligence Engineer,89000,US,100,US,M
2025,SE,FT,Data Scientist,127000,US,0,US,M
2025,SE,FT,Data Scientist,73000,US,0,US,M
2025,MI,FT,Data Scientist,246200,US,0,US,M
2025,MI,FT,Data Scientist,105000,US,0,US,M
2025,SE,FT,Data Scientist,220000,US,0,US,M
2025,SE,FT,Data Scientist,110000,US,0,US,M
2025,MI,FT,Data Scientist,93953,NL,0,NL,M
2025,MI,FT,Data Scientist,55755,NL,0,NL,M
2025,SE,FT,Data Scientist,63157,LT,0,LT,M
2025,SE,FT,Data Scientist,50526,LT,0,LT,M
2025,SE,FT,Data Analyst,155000,US,0,US,M
2025,SE,FT,Data Analyst,80000,US,0,US,M
2025,SE,FT,Data Analyst,147900,US,0,US,M
2025,SE,FT,Data Analyst,103500,US,0,US,M
2025,EN,FT,Data Analyst,141000,US,0,US,M
2025,EN,FT,Data Analyst,61900,US,0,US,M
2025,MI,FT,Data Analyst,95000,US,0,US,M
2025,MI,FT,Data Analyst,85000,US,0,US,M
2025,SE,FT,Software Engineer,180000,US,0,US,M
2025,SE,FT,Software Engineer,220000,US,0,US,M
2025,SE,FT,Machine Learning Engineer,297600,CA,0,CA,M
2025,SE,FT,Machine Learning Engineer,148000,CA,0,CA,M
2025,SE,FT,Machine Learning Engineer,345600,US,0,US,M
2025,SE,FT,Machine Learning Engineer,194600,US,0,US,M
2025,SE,FT,Machine Learning Engineer,402000,US,0,US,M
2025,SE,FT,Machine Learning Engineer,226500,US,0,US,M
2025,SE,FT,Machine Learning Engineer,297600,US,0,US,M
2025,SE,FT,Machine Learning Engineer,167200,US,0,US,M
2025,SE,FT,Software Development Engineer,199200,CA,0,CA,M
2025,SE,FT,Software Development Engineer,132800,CA,0,CA,M
2025,MI,FT,Data Management Specialist,44842,LT,0,LT,M
2025,MI,FT,Data Management Specialist,31389,LT,0,LT,M
2025,MI,FT,Data Engineer,257000,US,0,US,M
2025,MI,FT,Data Engineer,112800,US,0,US,M
2025,SE,FT,Data Engineer,223600,US,0,US,M
2025,SE,FT,Data Engineer,152200,US,0,US,M
2025,MI,FT,Associate,122200,US,0,US,M
2025,MI,FT,Associate,67600,US,0,US,M
2025,EN,FT,Analyst,153925,US,0,US,M
2025,EN,FT,Analyst,85150,US,0,US,M
2025,SE,FT,Manager,327200,US,100,US,M
2025,SE,FT,Manager,138400,US,100,US,M
2025,MI,FT,Engineer,231250,US,0,US,M
2025,MI,FT,Engineer,111000,US,0,US,M
2025,SE,FT,Engineer,300000,US,0,US,M
2025,SE,FT,Engineer,150000,US,0,US,M
2025,SE,FT,Software Engineer,215000,US,100,US,M
2025,SE,FT,Software Engineer,90000,US,100,US,M
2025,SE,FT,Engineer,196000,US,0,US,M
2025,SE,FT,Engineer,135000,US,0,US,M
2025,MI,FT,Data Specialist,81650,US,0,US,M
2025,MI,FT,Data Specialist,60350,US,0,US,M
2025,EN,FT,Data Specialist,67850,US,0,US,M
2025,EN,FT,Data Specialist,50150,US,0,US,M
2025,SE,FT,Data Specialist,194900,US,0,US,M
2025,SE,FT,Data Specialist,114700,US,0,US,M
2025,SE,FT,Analytics Engineer,135960,US,0,US,M
2025,SE,FT,Analytics Engineer,86500,US,0,US,M
2025,SE,FT,Analytics Engineer,169832,US,0,US,M
2025,SE,FT,Analytics Engineer,125528,US,0,US,M
2025,SE,FT,Manager,180000,US,0,US,M
2025,SE,FT,Manager,112000,US,0,US,M
2025,MI,FT,AI Developer,63157,LT,0,LT,M
2025,MI,FT,AI Developer,37894,LT,0,LT,M
2025,SE,FT,Solutions Architect,265703,US,0,US,M
2025,SE,FT,Solutions Architect,196389,US,0,US,M
2025,MI,FT,Data and Analytics Consultant,98300,US,0,US,M
2025,MI,FT,Data and Analytics Consultant,61500,US,0,US,M
2025,SE,FT,Data Architect,207000,US,0,US,M
2025,SE,FT,Data Architect,142800,US,0,US,M
2025,SE,FT,Data Engineer,105941,NL,0,NL,M
2025,SE,FT,Data Engineer,65835,NL,0,NL,M
2025,MI,FT,Data Engineer,105941,NL,0,NL,M
2025,MI,FT,Data Engineer,65835,NL,0,NL,M
2025,SE,FT,Data Engineer,107800,US,0,US,M
2025,SE,FT,Data Engineer,57700,US,0,US,M
2025,MI,FT,Data Engineer,235000,US,0,US,M
2025,MI,FT,Data Engineer,133000,US,0,US,M
2025,MI,FT,Associate,138000,US,0,US,M
2025,MI,FT,Associate,82450,US,0,US,M
2025,MI,FT,Software Engineer,178250,US,0,US,M
2025,MI,FT,Software Engineer,139984,US,0,US,M
2025,SE,FT,Data Scientist,45595,AT,0,AT,M
2025,SE,FT,Software Engineer,188600,US,0,US,M
2025,SE,FT,Software Engineer,170227,US,0,US,M
2025,SE,FT,Research Scientist,171000,US,0,US,M
2025,SE,FT,Research Scientist,95000,US,0,US,M
2025,SE,FT,Data Scientist,276100,US,0,US,M
2025,SE,FT,Data Scientist,167300,US,0,US,M
2025,SE,FT,AI Architect,334600,US,0,US,M
2025,SE,FT,AI Architect,211500,US,0,US,M
2025,EX,FT,Engineer,354600,US,0,US,M
2025,EX,FT,Engineer,179300,US,0,US,M
2025,SE,FT,Data Engineer,67215,GB,0,GB,M
2025,SE,FT,Data Engineer,60493,GB,0,GB,M
2025,SE,FT,Data Engineer,98400,CA,0,CA,M
2025,SE,FT,Data Engineer,65600,CA,0,CA,M
2025,MI,FT,Manager,94936,GB,0,GB,M
2025,MI,FT,Manager,88607,GB,0,GB,M
2025,SE,FT,Software Engineer,195903,US,0,US,M
2025,SE,FT,Software Engineer,160284,US,0,US,M
2025,MI,FT,Cloud Engineer,100714,CA,0,CA,M
2025,MI,FT,Cloud Engineer,62857,CA,0,CA,M
2025,SE,FT,Manager,179600,US,100,US,M
2025,SE,FT,Manager,148230,US,100,US,M
2025,MI,FT,Data Specialist,58484,NL,0,NL,M
2025,MI,FT,Data Specialist,44715,NL,0,NL,M
2025,MI,FT,Manager,150000,US,0,US,M
2025,MI,FT,Manager,120000,US,0,US,M
2025,MI,FT,Data Analyst,100000,US,0,US,M
2025,SE,FT,Analyst,95000,US,0,US,M
2025,SE,FT,Analyst,90000,US,0,US,M
2025,SE,FT,Machine Learning Engineer,150000,US,0,US,M
2025,SE,FT,Machine Learning Engineer,130000,US,0,US,M
2025,SE,FT,Manager,277000,US,0,US,M
2025,SE,FT,Manager,170000,US,0,US,M
2025,SE,FT,Engineer,155000,US,100,US,M
2025,SE,FT,Engineer,125000,US,100,US,M
2025,SE,FT,Site Reliability Engineer,198750,US,0,US,M
2025,SE,FT,Site Reliability Engineer,142500,US,0,US,M
2025,SE,FT,Product Manager,210000,US,100,US,M
2025,SE,FT,Product Manager,170000,US,100,US,M
2025,SE,FT,Machine Learning Engineer,322000,US,100,US,M
2025,SE,FT,Machine Learning Engineer,230000,US,100,US,M
2025,SE,FT,Data Scientist,231000,CA,0,CA,M
2025,SE,FT,Data Scientist,168000,CA,0,CA,M
2025,SE,FT,Data Scientist,264000,US,0,US,M
2025,SE,FT,Data Scientist,192000,US,0,US,M
2025,SE,FT,Software Engineer,139285,CA,0,CA,M
2025,SE,FT,Software Engineer,114285,CA,0,CA,M
2025,SE,FT,Data Architect,204000,US,0,US,M
2025,SE,FT,Data Architect,143700,US,0,US,M
2025,MI,FT,Power BI Specialist,120000,US,100,US,M
2025,MI,FT,Power BI Specialist,90000,US,100,US,M
2025,SE,FT,Analytics Engineer,120000,US,100,US,M
2025,SE,FT,Analytics Engineer,100000,US,100,US,M
2025,MI,FT,Analytics Engineer,56962,GB,0,GB,M
2025,MI,FT,Analytics Engineer,44303,GB,0,GB,M
2025,SE,FT,Engineer,190000,US,100,US,M
2025,SE,FT,Engineer,160000,US,100,US,M
2025,SE,FT,Data Engineer,148000,US,0,US,M
2025,SE,FT,Data Engineer,133784,US,0,US,M
2025,MI,FT,Manager,500000,US,0,US,M
2025,MI,FT,Manager,100000,US,0,US,M
2025,MI,FT,Software Engineer,183000,US,0,US,M
2025,MI,FT,Software Engineer,150000,US,0,US,M
2025,MI,FT,Software Engineer,178000,US,0,US,M
2025,MI,FT,Software Engineer,146000,US,0,US,M
2025,SE,FT,Data Engineer,125000,US,100,US,M
2025,SE,FT,Data Engineer,105000,US,100,US,M
2025,MI,FT,Data Engineer,145000,US,0,US,M
2025,MI,FT,Data Engineer,116000,US,0,US,M
2025,SE,FT,Data Analyst,161400,US,100,US,M
2025,SE,FT,Data Analyst,113000,US,100,US,M
2025,MI,FT,Data Analyst,174000,US,100,US,M
2025,MI,FT,Data Analyst,113000,US,100,US,M
2025,SE,FT,Data Analytics Lead,175000,US,100,US,M
2025,SE,FT,Data Analytics Lead,100000,US,100,US,M
2025,EN,FT,Business Analyst,23621,US,0,US,L
2025,SE,FT,Data Analyst,145000,US,100,US,M
2025,MI,FT,BI Developer,31578,SK,0,SK,M
2025,MI,FT,Applied Scientist,260000,US,0,US,L
2025,MI,FT,Applied Scientist,150400,US,0,US,L
2025,MI,FT,Applied Scientist,212800,US,0,US,L
2025,MI,FT,Applied Scientist,129400,US,0,US,L
2025,SE,FT,Associate,275000,US,0,US,M
2025,SE,FT,Product Manager,160000,US,0,US,M
2025,SE,FT,Product Manager,110000,US,0,US,M
2025,SE,FT,Software Engineer,230000,US,0,US,M
2025,SE,FT,Software Engineer,170400,US,0,US,M
2025,SE,FT,Site Reliability Engineer,198440,US,100,US,M
2025,SE,FT,Site Reliability Engineer,116100,US,100,US,M
2025,SE,FT,Software Engineer,255112,US,100,US,M
2025,SE,FT,Software Engineer,194852,US,100,US,M
2025,SE,FT,Software Engineer,275000,US,0,US,M
2025,SE,FT,Data Scientist,203000,CA,0,CA,M
2025,SE,FT,Data Scientist,128300,CA,0,CA,M
2025,MI,FT,Associate,140000,US,0,US,M
2025,MI,FT,Associate,120000,US,0,US,M
2025,SE,FT,Analytics Lead,220000,US,100,US,M
2025,SE,FT,Analytics Lead,140000,US,100,US,M
2025,SE,FT,Quantitative Researcher,256000,US,100,US,M
2025,SE,FT,Quantitative Researcher,160000,US,100,US,M
2025,SE,FT,Engineer,181500,US,0,US,M
2025,SE,FT,Engineer,142000,US,0,US,M
2025,MI,FT,Manager,160000,US,0,US,M
2025,MI,FT,Manager,128000,US,0,US,M
2025,SE,FT,Software Engineer,317880,US,0,US,M
2025,SE,FT,Software Engineer,211920,US,0,US,M
2025,MI,FT,Other,190000,US,0,US,M
2025,MI,FT,Other,160000,US,0,US,M
2025,MI,FT,Product Manager,120000,US,0,US,M
2025,MI,FT,Product Manager,110000,US,0,US,M
2025,SE,FT,Engineer,227000,US,0,US,M
2025,SE,FT,Engineer,173000,US,0,US,M
2025,EX,FT,Director of Product Management,325000,US,0,US,M
2025,EX,FT,Director of Product Management,250000,US,0,US,M
2025,SE,FT,Engineer,360000,US,0,US,M
2025,SE,FT,Machine Learning Engineer,355500,US,0,US,M
2025,SE,FT,Machine Learning Engineer,195000,US,0,US,M
2025,MI,FT,Research Scientist,160000,US,0,US,M
2025,MI,FT,Research Scientist,131000,US,0,US,M
2025,SE,FT,Business Intelligence Developer,233800,US,0,US,M
2025,SE,FT,Business Intelligence Developer,106300,US,0,US,M
2025,SE,FT,Business Intelligence Developer,268900,US,0,US,M
2025,SE,FT,Business Intelligence Developer,122200,US,0,US,M
2025,SE,FT,Manager,200000,US,0,US,M
2025,SE,FT,Manager,160000,US,0,US,M
2025,SE,FT,Data Scientist,155000,US,0,US,M
2025,SE,FT,Data Scientist,119600,US,0,US,M
2025,SE,FT,Data Scientist,210000,US,100,US,M
2025,SE,FT,Data Scientist,178500,US,100,US,M
2025,SE,FT,AI Engineer,275000,US,0,US,M
2025,SE,FT,AI Engineer,220000,US,0,US,M
2025,SE,FT,Analyst,88100,US,0,US,M
2025,EN,FT,Power BI,86825,US,0,US,M
2025,EN,FT,Power BI,64175,US,0,US,M
2025,MI,FT,Developer,189175,US,0,US,M
2025,MI,FT,Developer,104650,US,0,US,M
2025,SE,FT,Data Engineer,125000,CA,0,CA,M
2025,SE,FT,Data Engineer,115000,CA,0,CA,M
2025,MI,FT,Data Engineer,140000,CA,0,CA,M
2025,MI,FT,Data Engineer,100000,CA,0,CA,M
2025,SE,FT,Data Engineer,272000,US,0,US,M
2025,SE,FT,Data Engineer,181000,US,0,US,M
2025,MI,FT,Data Engineer,113880,US,0,US,M
2025,MI,FT,Data Engineer,75920,US,0,US,M
2025,MI,FT,Data Engineer,86400,LT,0,LT,M
2025,MI,FT,Data Engineer,57600,LT,0,LT,M
2025,SE,FT,Data Engineer,142620,US,0,US,M
2025,SE,FT,Data Engineer,128360,US,0,US,M
2025,SE,FT,AI Engineer,200000,US,100,US,M
2025,SE,FT,AI Engineer,140000,US,100,US,M
2025,EN,FT,Software Engineer,48505,LT,0,LT,M
2025,EN,FT,Software Engineer,32336,LT,0,LT,M
2025,SE,FT,Software Engineer,277500,US,0,US,M
2025,SE,FT,Software Engineer,158500,US,0,US,M
2025,SE,FT,Engineer,201600,US,0,US,M
2025,SE,FT,Engineer,134400,US,0,US,M
2025,MI,FT,Software Developer,137860,US,0,US,M
